sent_index,sent_txt,pos_seq,metaphor_seq,genre
b1g-fragment02_1173,"Whether attempting to construct a database of resources for use in planning responses to nuclear emergencies , developing optimal routes for scheduling the safe transport of hazardous substances , or monitoring the health implications of a disaster , GIS can assist in identifying possibilities and formulating solutions .","['ADP', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'VERB', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
ew1-fragment01_116,"Law personally conducted the negotiations with Gardner Sinclair over the sale of the Observer and the Pall Mall Gazette in 1914 ; this negotiation also demonstrates that , as well as producing information and nursing editors , the party had to work hard to keep some of the newspapers in business .","['NOUN', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'NUM', 'PUNCT', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'PUNCT', 'ADV', 'ADV', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'PART', 'VERB', 'ADV', 'PART', 'VERB', 'DET', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",academic
kbd-fragment07_2248,You were saying,"['PRON', 'VERB', 'VERB']","[0, 0, 0]",conversation
kb7-fragment10_2398,Did you just want to have a little wander ?,"['VERB', 'PRON', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",conversation
g0l-fragment01_250,"The train pulled out of Atlanta Station at 7.39 p.m. , four minutes behind schedule .","['DET', 'NOUN', 'VERB', 'ADP', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",fiction
crs-fragment01_79,"I know what is right for my child , but I 'm not supposed to say .","['PRON', 'VERB', 'NOUN', 'VERB', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
b1g-fragment02_1347,Much of this research has concentrated on network analysis of the road system .,"['ADJ', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
kbw-fragment17_6126,Do you think I 'll be able to fill these in ?,"['VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'PART', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",conversation
acj-fragment01_137,"Both the Model Penal Code test and the Scots test may be reduced to circularity , however , for when one asks how extreme or how wicked the recklessness should be , the only possible answer is : wicked or extreme enough to justify the stigma of a murder conviction .","['DET', 'DET', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'CCONJ', 'DET', 'PROPN', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'ADP', 'ADV', 'PRON', 'VERB', 'ADV', 'ADJ', 'CCONJ', 'ADV', 'ADJ', 'DET', 'NOUN', 'VERB', 'VERB', 'PUNCT', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'PUNCT', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
amm-fragment02_1632,"Most trilobites were broadly oval-shaped being rather longer than wide , not greatly convex , and with eyes that occupy perhaps a quarter of the length of the head .","['ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADV', 'ADV', 'ADP', 'ADJ', 'PUNCT', 'ADV', 'ADV', 'ADJ', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
fet-fragment01_52,"Frederica did not attempt to ascertain the fumbled name , having given up interest in stray new people until it was clear that they were of real concern .","['PROPN', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'VERB', 'PART', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'PRON', 'VERB', 'ADJ', 'ADP', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",fiction
a7s-fragment03_42,"Not at Paul Hill 's remembrance of beatings past , when he could hear the sound of steel-tipped boots running to take part in the fun , and once heard a principal medical officer , no less , telling colleagues : Do n't walk his face , do n't walk his face .","['ADV', 'ADP', 'PROPN', 'PROPN', 'PART', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'VERB', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
kbw-fragment11_4119,I wish I could I 'd like to,"['PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'ADP']","[0, 0, 0, 0, 0, 0, 0, 0]",conversation
a6u-fragment02_277,"At the same time the ambivalence of her own , and modern Mexico 's position is manifested in the figure of the artist .","['ADP', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'PROPN', 'PART', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",academic
g0l-fragment01_69,"Trepper was interrogated by the Gestapo and we believed he became a double agent , a lot of misinformation was received in Moscow .","['PROPN', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADP', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",fiction
b1g-fragment02_844,"This chapter , then , attempts to review some of the problems in environmental monitoring and prediction , describes some of the relevant scientific and organizational activities and looks ahead to what is likely to happen next .","['DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'PART', 'VERB', 'DET', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'ADP', 'DET', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'ADP', 'NOUN', 'VERB', 'ADJ', 'PART', 'VERB', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
a1p-fragment01_4,"But Dr Runcie 's ideas of a limited primacy recognising the Pope as a central figure in the Christian Church , who would exercise a primacy for the sake of unity and mission have been rejected as insufficient by the Pope .","['CCONJ', 'PROPN', 'PROPN', 'PART', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
kbd-fragment07_2559,"all the downstairs , I mean all the plebs were upstairs all the downstairs was erm","['ADJ', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ', 'DET', 'NOUN', 'VERB', 'NOUN']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",conversation
b1g-fragment02_1320,If an association is suggested then we would want to collect data in other areas to assess the hypothesis further .,"['ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'ADV', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
bpa-fragment14_2270,And do n't try and get the door open .,"['CCONJ', 'VERB', 'ADV', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
kbw-fragment17_6044,amazing little sitting rooms !,"['ADJ', 'ADJ', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0]",conversation
a4d-fragment02_78,"Its architect had spent the war years with fellow Royal Academicians planning the orderly and spacious London of the future , free of smoke and industry .","['ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PROPN', 'VERB', 'DET', 'ADJ', 'CCONJ', 'ADJ', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADJ', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",news
kbc-fragment13_6214,"And well lots of people go and have blood pressure taken , they find it 's high , and they","['CCONJ', 'INTJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'VERB', 'PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'ADJ', 'PUNCT', 'CCONJ', 'PRON']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",conversation
a3e-fragment03_49,"A leafy retreat is an excellent goal for a small town garden , but it is best made acknowledging the urban setting , using un-wild plants such as bamboo , acanthus , fig , vine , alchemilla , euphorbia , wisteria .","['DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
b1g-fragment02_1162,"More than that , it seems highly likely that the social science aspects of environmental problems will underpin the actions of governments and international agencies .","['ADJ', 'ADP', 'DET', 'PUNCT', 'PRON', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
ew1-fragment01_16,"Faced with Chamberlain 's proposition , and without a majority of his own , Long had no option but to agree .","['VERB', 'ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PUNCT', 'PROPN', 'VERB', 'DET', 'NOUN', 'CCONJ', 'PART', 'VERB', 'PUNCT']","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",academic
a3k-fragment11_138,"Although collective property auctions take place regularly in London ( often primarily for investors rather than house-hunters ) , in country areas the more typical auction will be just for one house , and as likely as not will take place in a nearby pub or village hall .","['ADP', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADP', 'PROPN', 'PUNCT', 'ADV', 'ADV', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'DET', 'ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'ADJ', 'ADP', 'ADV', 'VERB', 'VERB', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",news
kbh-fragment41_5275,I want one .,"['PRON', 'VERB', 'NUM', 'PUNCT']","[0, 0, 0, 0]",conversation
acj-fragment01_147,"The effect of that test would be to pick out those reckless killings which occurred when D had already manifested substantial moral and legal culpability , and to classify them as murder .","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'DET', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADV', 'PROPN', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PART', 'VERB', 'PRON', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
fpb-fragment01_1285,"In the passage , she stumbled and almost fell , then flung back the door to the bedroom .","['ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'CCONJ', 'ADV', 'VERB', 'PUNCT', 'ADV', 'VERB', 'PART', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
g0l-fragment01_86,The British were involved with them through us and it was their advanced work on breaking cyphers that enabled the ring to establish such a great record .,"['DET', 'PROPN', 'VERB', 'VERB', 'ADP', 'PRON', 'ADP', 'PRON', 'CCONJ', 'PRON', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'ADJ', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",fiction
kbw-fragment42_14885,What do you want me to do ?,"['NOUN', 'VERB', 'PRON', 'VERB', 'PRON', 'PART', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0]",conversation
ac2-fragment06_1499,I 'll go and collect my hat and coat !,"['PRON', 'VERB', 'VERB', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","[0, 0, 1, 0, 1, 0, 1, 0, 1, 0]",fiction
a4d-fragment02_94,"Scott was so pleased with the style he had evolved at Battersea , a treatment that humanised industrial forms without denying their function , that he also used it on the Guinness Factory at Park Royal , west London .","['PROPN', 'VERB', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADP', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'ADP', 'PRON', 'ADV', 'VERB', 'PRON', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
ahf-fragment63_1188,"It is also a warning to all hack Tories who think that it is a telling blow against Kinnock to keep on pointing out that he has reversed his opinions about unilateral nuclear disarmament , British membership of the EC , or anything else .","['PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'PROPN', 'NOUN', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PART', 'VERB', 'PART', 'VERB', 'PART', 'ADP', 'PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'CCONJ', 'NOUN', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
fpb-fragment01_1298,"His attention was also caught by a woman dressed in midnight-blue satin and diamonds ; the sister of a Middle-Eastern ruler , she was known as an audacious gambler .","['ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
ab9-fragment03_958,"Peter Yeo , who had personally persuaded Barton of the presentational disadvantage of using words like darkies , niggers or wogs , decided that immigrants even though used in the manner of one invoking a curse , was as good as he was going to get with this particular client .","['PROPN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'ADV', 'VERB', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADV', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",fiction
alp-fragment01_64,The development of the Somerset AEC both accords with and constitutes a practical example of the Home Office 's recent guidance to sentencers :,"['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'DET', 'NOUN', 'ADP', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PART', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",academic
fpb-fragment01_1255,"Of course the trustees manage the business , and they do it very well , Adam said .","['ADV', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PRON', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'VERB', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
ccw-fragment03_1591,"Wavebreaker 's hull was made of steel and , while such hulls are marvellously strong and safe , they are soon weakened if their steel is exposed to salt air .","['PROPN', 'PART', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
alp-fragment01_44,"In 1985 the management of Somerset Probation Service was faced with the fact that nearly one in three of the offenders supervised in their area were either known to be or suspected of misusing alcohol ( Singer , 1985 ) .","['ADP', 'NUM', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADV', 'NUM', 'ADP', 'NUM', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADV', 'VERB', 'PART', 'VERB', 'CCONJ', 'VERB', 'ADP', 'VERB', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",academic
kbp-fragment09_3864,And regretted that we had n't come before .,"['CCONJ', 'VERB', 'ADP', 'PRON', 'VERB', 'ADV', 'VERB', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 1, 0]",conversation
a3k-fragment11_125,"As the Bristol and West explains , if a bidder does not sign the contract , the auctioneer can sign on their behalf .","['ADP', 'DET', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",news
cdb-fragment02_437,"It was his , all of it , and it went to his head rather .","['PRON', 'VERB', 'PRON', 'PUNCT', 'DET', 'ADP', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADV', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",fiction
c8t-fragment01_120,Theresa was wearing jeans and a grubby sweat shirt with a map of London 's Underground across the front .,"['PROPN', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PART', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",fiction
ajf-fragment07_200,And the prints have been sold across Europe there 's been one arrest in Denmark already including Britain .,"['CCONJ', 'DET', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'PROPN', 'ADV', 'VERB', 'VERB', 'NUM', 'NOUN', 'ADP', 'PROPN', 'ADV', 'VERB', 'PROPN', 'PUNCT']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",news
