sent_index,sent_txt,pos_seq,metaphor_seq,genre,sent_txt_tokenized,sent_bert_tokens,sent_txt_tokenized_bert,BIO_seq,split
news_25_v.4.txt_0028,南浦大桥飞架浦江两岸，上海浦东新区的投资环境由此而得到了改善。,"['ns', 'n', 'v', 'ns', 'n', 'w', 'ns', 'ns', 'n', 'u', 'vn', 'n', 'd', 'c', 'v', 'u', 'vn', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",News,"['南浦', '大桥', '飞架', '浦江', '两岸', '，', '上海', '浦东', '新区', '的', '投资', '环境', '由此', '而', '得到', '了', '改善', '。']","['南', '浦', '大', '桥', '飞', '架', '浦', '江', '两', '岸', '，', '上', '海', '浦', '东', '新', '区', '的', '投', '资', '环', '境', '由', '此', '而', '得', '到', '了', '改', '善', '。']","[['南', '浦'], ['大', '桥'], ['飞', '架'], ['浦', '江'], ['两', '岸'], ['，'], ['上', '海'], ['浦', '东'], ['新', '区'], ['的'], ['投', '资'], ['环', '境'], ['由', '此'], ['而'], ['得', '到'], ['了'], ['改', '善'], ['。']]","[['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['B', 'I'], ['O'], ['B', 'I'], ['O'], ['O', 'O'], ['O']]",train
news_15_v.4.txt_0088,＂如果我是外国人，能用外语给我指路吗？＂,"['w', 'c', 'r', 'v', 'n', 'w', 'v', 'p', 'n', 'p', 'r', 'v', 'n', 'y', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",News,"['＂', '如果', '我', '是', '外国人', '，', '能', '用', '外语', '给', '我', '指', '路', '吗', '？', '＂']","['＂', '如', '果', '我', '是', '外', '国', '人', '，', '能', '用', '外', '语', '给', '我', '指', '路', '吗', '？', '＂']","[['＂'], ['如', '果'], ['我'], ['是'], ['外', '国', '人'], ['，'], ['能'], ['用'], ['外', '语'], ['给'], ['我'], ['指'], ['路'], ['吗'], ['？'], ['＂']]","[['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O', 'O'], ['O'], ['O'], ['B'], ['O', 'O'], ['O'], ['O'], ['B'], ['O'], ['O'], ['O'], ['O']]",train
academic_11_v.4.txt_0010,不同的生物种类都具有自己独特的一些基因，从而使这些生物各得其所，各有千秋。,"['a', 'u', 'n', 'n', 'd', 'v', 'r', 'a', 'u', 'm', 'n', 'w', 'c', 'v', 'r', 'n', 'i', 'w', 'i', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['不同', '的', '生物', '种类', '都', '具有', '自己', '独特', '的', '一些', '基因', '，', '从而', '使', '这些', '生物', '各得其所', '，', '各有千秋', '。']","['不', '同', '的', '生', '物', '种', '类', '都', '具', '有', '自', '己', '独', '特', '的', '一', '些', '基', '因', '，', '从', '而', '使', '这', '些', '生', '物', '各', '得', '其', '所', '，', '各', '有', '千', '秋', '。']","[['不', '同'], ['的'], ['生', '物'], ['种', '类'], ['都'], ['具', '有'], ['自', '己'], ['独', '特'], ['的'], ['一', '些'], ['基', '因'], ['，'], ['从', '而'], ['使'], ['这', '些'], ['生', '物'], ['各', '得', '其', '所'], ['，'], ['各', '有', '千', '秋'], ['。']]","[['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['O'], ['O', 'O', 'O', 'O'], ['O']]",train
news_21_v.4.txt_0011,除设有供电视转播的微波平台外，还有旅游观光旋转平台等其它设施，设计和施工技术十分复杂，列为国家和北京市科技攻关项目的技术难题就有１０多个。,"['p', 'v', 'v', 'n', 'vn', 'u', 'n', 'n', 'f', 'w', 'v', 'vn', 'vn', 'vn', 'n', 'u', 'r', 'n', 'w', 'vn', 'c', 'vn', 'n', 'd', 'a', 'w', 'v', 'n', 'c', 'ns', 'n', 'vn', 'n', 'u', 'n', 'n', 'd', 'v', 'm', 'm', 'q', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['除', '设有', '供', '电视', '转播', '的', '微波', '平台', '外', '，', '还有', '旅游', '观光', '旋转', '平台', '等', '其它', '设施', '，', '设计', '和', '施工', '技术', '十分', '复杂', '，', '列为', '国家', '和', '北京市', '科技', '攻关', '项目', '的', '技术', '难题', '就', '有', '１０', '多', '个', '。']","['除', '设', '有', '供', '电', '视', '转', '播', '的', '微', '波', '平', '台', '外', '，', '还', '有', '旅', '游', '观', '光', '旋', '转', '平', '台', '等', '其', '它', '设', '施', '，', '设', '计', '和', '施', '工', '技', '术', '十', '分', '复', '杂', '，', '列', '为', '国', '家', '和', '北', '京', '市', '科', '技', '攻', '关', '项', '目', '的', '技', '术', '难', '题', '就', '有', '１０', '多', '个', '。']","[['除'], ['设', '有'], ['供'], ['电', '视'], ['转', '播'], ['的'], ['微', '波'], ['平', '台'], ['外'], ['，'], ['还', '有'], ['旅', '游'], ['观', '光'], ['旋', '转'], ['平', '台'], ['等'], ['其', '它'], ['设', '施'], ['，'], ['设', '计'], ['和'], ['施', '工'], ['技', '术'], ['十', '分'], ['复', '杂'], ['，'], ['列', '为'], ['国', '家'], ['和'], ['北', '京', '市'], ['科', '技'], ['攻', '关'], ['项', '目'], ['的'], ['技', '术'], ['难', '题'], ['就'], ['有'], ['１０'], ['多'], ['个'], ['。']]","[['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['B'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['O', 'O'], ['B', 'I'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O']]",train
academic_03_v.4.txt_0050,丁方突出的性格是意志坚强、内向、忍耐力强，强调道德的自我约束，极富男性气概。,"['nr', 'nr', 'a', 'u', 'n', 'v', 'n', 'a', 'w', 'a', 'w', 'n', 'a', 'w', 'v', 'n', 'u', 'r', 'vn', 'w', 'v', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['丁', '方', '突出', '的', '性格', '是', '意志', '坚强', '、', '内向', '、', '忍耐力', '强', '，', '强调', '道德', '的', '自我', '约束', '，', '极富', '男性', '气概', '。']","['丁', '方', '突', '出', '的', '性', '格', '是', '意', '志', '坚', '强', '、', '内', '向', '、', '忍', '耐', '力', '强', '，', '强', '调', '道', '德', '的', '自', '我', '约', '束', '，', '极', '富', '男', '性', '气', '概', '。']","[['丁'], ['方'], ['突', '出'], ['的'], ['性', '格'], ['是'], ['意', '志'], ['坚', '强'], ['、'], ['内', '向'], ['、'], ['忍', '耐', '力'], ['强'], ['，'], ['强', '调'], ['道', '德'], ['的'], ['自', '我'], ['约', '束'], ['，'], ['极', '富'], ['男', '性'], ['气', '概'], ['。']]","[['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['B'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O']]",train
news_06_v.4.txt_0018,８２％的企业认为他们拥有较充分的自主权，能够独立自主管理企业；,"['m', 'u', 'n', 'v', 'r', 'v', 'd', 'a', 'u', 'n', 'w', 'v', 'l', 'v', 'n', 'ew']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",News,"['８２％', '的', '企业', '认为', '他们', '拥有', '较', '充分', '的', '自主权', '，', '能够', '独立自主', '管理', '企业', '；']","['８', '##２', '％', '的', '企', '业', '认', '为', '他', '们', '拥', '有', '较', '充', '分', '的', '自', '主', '权', '，', '能', '够', '独', '立', '自', '主', '管', '理', '企', '业', '；']","[['８', '##２', '％'], ['的'], ['企', '业'], ['认', '为'], ['他', '们'], ['拥', '有'], ['较'], ['充', '分'], ['的'], ['自', '主', '权'], ['，'], ['能', '够'], ['独', '立', '自', '主'], ['管', '理'], ['企', '业'], ['；']]","[['O', 'O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['B', 'I'], ['O'], ['B', 'I'], ['O'], ['O', 'O', 'O'], ['O'], ['O', 'O'], ['O', 'O', 'O', 'O'], ['B', 'I'], ['O', 'O'], ['O']]",train
academic_29_v.4.txt_0074,股份有限公司不同于有限责任公司，其相应的特征有：,"['n', 'n', 'a', 'p', 'a', 'n', 'n', 'w', 'r', 'v', 'u', 'n', 'v', 'w']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['股份', '有限公司', '不同', '于', '有限', '责任', '公司', '，', '其', '相应', '的', '特征', '有', '：']","['股', '份', '有', '限', '公', '司', '不', '同', '于', '有', '限', '责', '任', '公', '司', '，', '其', '相', '应', '的', '特', '征', '有', '：']","[['股', '份'], ['有', '限', '公', '司'], ['不', '同'], ['于'], ['有', '限'], ['责', '任'], ['公', '司'], ['，'], ['其'], ['相', '应'], ['的'], ['特', '征'], ['有'], ['：']]","[['O', 'O'], ['O', 'O', 'O', 'O'], ['O', 'O'], ['B'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O']]",train
news_10_v.4.txt_0064,他们可不是下放一年的'临时工'，而是正式工作的国家干部。＂,"['r', 'd', 'd', 'v', 'v', 'm', 'q', 'u', 'w', 'n', 'w', 'w', 'c', 'ad', 'v', 'u', 'n', 'n', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",News,"['他们', '可', '不', '是', '下放', '一', '年', '的', ""'"", '临时工', ""'"", '，', '而是', '正式', '工作', '的', '国家', '干部', '。', '＂']","['他', '们', '可', '不', '是', '下', '放', '一', '年', '的', ""'"", '临', '时', '工', ""'"", '，', '而', '是', '正', '式', '工', '作', '的', '国', '家', '干', '部', '。', '＂']","[['他', '们'], ['可'], ['不'], ['是'], ['下', '放'], ['一'], ['年'], ['的'], [""'""], ['临', '时', '工'], [""'""], ['，'], ['而', '是'], ['正', '式'], ['工', '作'], ['的'], ['国', '家'], ['干', '部'], ['。'], ['＂']]","[['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O']]",train
news_04_v.4.txt_0024,科威特内阁事务大臣阿瓦迪今天在首都首次举行记者招待会，介绍这个国家遭破坏的情况。,"['ns', 'n', 'n', 'n', 'nr', 't', 'p', 'n', 'm', 'q', 'v', 'n', 'n', 'w', 'v', 'r', 'n', 'v', 'v', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",News,"['科威特', '内阁', '事务', '大臣', '阿瓦迪', '今天', '在', '首都', '首', '次', '举行', '记者', '招待会', '，', '介绍', '这个', '国家', '遭', '破坏', '的', '情况', '。']","['科', '威', '特', '内', '阁', '事', '务', '大', '臣', '阿', '瓦', '迪', '今', '天', '在', '首', '都', '首', '次', '举', '行', '记', '者', '招', '待', '会', '，', '介', '绍', '这', '个', '国', '家', '遭', '破', '坏', '的', '情', '况', '。']","[['科', '威', '特'], ['内', '阁'], ['事', '务'], ['大', '臣'], ['阿', '瓦', '迪'], ['今', '天'], ['在'], ['首', '都'], ['首'], ['次'], ['举', '行'], ['记', '者'], ['招', '待', '会'], ['，'], ['介', '绍'], ['这', '个'], ['国', '家'], ['遭'], ['破', '坏'], ['的'], ['情', '况'], ['。']]","[['O', 'O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O', 'O'], ['O'], ['B', 'I'], ['B', 'I'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O']]",train
academic_15_v.4.txt_0066,《汉语大字典》中义项１１＂指男女交合之中＂今天已完全不用。,"['w', 'nz', 'a', 'n', 'w', 'f', 'n', 'm', 'w', 'v', 'n', 'v', 'f', 'w', 't', 'd', 'ad', 'v', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",Academic,"['《', '汉语', '大', '字典', '》', '中', '义项', '１１', '＂', '指', '男女', '交合', '之中', '＂', '今天', '已', '完全', '不用', '。']","['《', '汉', '语', '大', '字', '典', '》', '中', '义', '项', '１１', '＂', '指', '男', '女', '交', '合', '之', '中', '＂', '今', '天', '已', '完', '全', '不', '用', '。']","[['《'], ['汉', '语'], ['大'], ['字', '典'], ['》'], ['中'], ['义', '项'], ['１１'], ['＂'], ['指'], ['男', '女'], ['交', '合'], ['之', '中'], ['＂'], ['今', '天'], ['已'], ['完', '全'], ['不', '用'], ['。']]","[['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['B'], ['O', 'O'], ['O', 'O'], ['B', 'I'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['B', 'I'], ['O']]",train
fiction_14_v.4.txt_0082,奔波多日，我终于回到了我所认识的地球上。,"['v', 'm', 'q', 'w', 'r', 'd', 'v', 'u', 'r', 'u', 'v', 'u', 'n', 'f', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['奔波', '多', '日', '，', '我', '终于', '回到', '了', '我', '所', '认识', '的', '地球', '上', '。']","['奔', '波', '多', '日', '，', '我', '终', '于', '回', '到', '了', '我', '所', '认', '识', '的', '地', '球', '上', '。']","[['奔', '波'], ['多'], ['日'], ['，'], ['我'], ['终', '于'], ['回', '到'], ['了'], ['我'], ['所'], ['认', '识'], ['的'], ['地', '球'], ['上'], ['。']]","[['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O']]",train
fiction_10_v.4.txt_0011,丁宗望这才觉得脚疼，大家一看，右脚整个乌紫肿大了。,"['nr', 'nr', 'r', 'd', 'v', 'n', 'a', 'w', 'r', 'm', 'v', 'w', 'f', 'n', 'b', 'ag', 'a', 'v', 'y', 'ew']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['丁', '宗望', '这', '才', '觉得', '脚', '疼', '，', '大家', '一', '看', '，', '右', '脚', '整个', '乌', '紫', '肿大', '了', '。']","['丁', '宗', '望', '这', '才', '觉', '得', '脚', '疼', '，', '大', '家', '一', '看', '，', '右', '脚', '整', '个', '乌', '紫', '肿', '大', '了', '。']","[['丁'], ['宗', '望'], ['这'], ['才'], ['觉', '得'], ['脚'], ['疼'], ['，'], ['大', '家'], ['一'], ['看'], ['，'], ['右'], ['脚'], ['整', '个'], ['乌'], ['紫'], ['肿', '大'], ['了'], ['。']]","[['O'], ['O', 'O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O']]",train
news_22_v.4.txt_0037,再说，许多书确实既便宜，又有价值。＂,"['c', 'w', 'm', 'n', 'ad', 'c', 'a', 'w', 'd', 'v', 'n', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",News,"['再说', '，', '许多', '书', '确实', '既', '便宜', '，', '又', '有', '价值', '。', '＂']","['再', '说', '，', '许', '多', '书', '确', '实', '既', '便', '宜', '，', '又', '有', '价', '值', '。', '＂']","[['再', '说'], ['，'], ['许', '多'], ['书'], ['确', '实'], ['既'], ['便', '宜'], ['，'], ['又'], ['有'], ['价', '值'], ['。'], ['＂']]","[['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['B', 'I'], ['O'], ['O']]",train
fiction_19_v.4.txt_0008,＂看你们，真憨。＂,"['w', 'v', 'r', 'w', 'd', 'ag', 'ew', 'w']","[0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['＂', '看', '你们', '，', '真', '憨', '。', '＂']","['＂', '看', '你', '们', '，', '真', '憨', '。', '＂']","[['＂'], ['看'], ['你', '们'], ['，'], ['真'], ['憨'], ['。'], ['＂']]","[['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O']]",train
news_05_v.4.txt_0069,当他们得知记者的来意后，便热情接待了我们。,"['p', 'r', 'v', 'n', 'u', 'n', 'f', 'w', 'd', 'ad', 'v', 'u', 'r', 'ew']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",News,"['当', '他们', '得知', '记者', '的', '来意', '后', '，', '便', '热情', '接待', '了', '我们', '。']","['当', '他', '们', '得', '知', '记', '者', '的', '来', '意', '后', '，', '便', '热', '情', '接', '待', '了', '我', '们', '。']","[['当'], ['他', '们'], ['得', '知'], ['记', '者'], ['的'], ['来', '意'], ['后'], ['，'], ['便'], ['热', '情'], ['接', '待'], ['了'], ['我', '们'], ['。']]","[['B'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['B'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O']]",train
academic_04_v.4.txt_0047,据我国科学家统计，一立方米空气中，林外有３-４万个细菌，而林内却只有３００-４００个；,"['p', 'n', 'n', 'vn', 'w', 'm', 'q', 'n', 'f', 'w', 'ng', 'f', 'v', 'm', 'w', 'm', 'n', 'n', 'w', 'c', 'ng', 'f', 'd', 'v', 'm', 'w', 'm', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['据', '我国', '科学家', '统计', '，', '一', '立方米', '空气', '中', '，', '林', '外', '有', '３', '-', '４万', '个', '细菌', '，', '而', '林', '内', '却', '只有', '３００', '-', '４００', '个', '；']","['据', '我', '国', '科', '学', '家', '统', '计', '，', '一', '立', '方', '米', '空', '气', '中', '，', '林', '外', '有', '３', '-', '４', '万', '个', '细', '菌', '，', '而', '林', '内', '却', '只', '有', '３０', '##０', '-', '４', '##００', '个', '；']","[['据'], ['我', '国'], ['科', '学', '家'], ['统', '计'], ['，'], ['一'], ['立', '方', '米'], ['空', '气'], ['中'], ['，'], ['林'], ['外'], ['有'], ['３'], ['-'], ['４', '万'], ['个'], ['细', '菌'], ['，'], ['而'], ['林'], ['内'], ['却'], ['只', '有'], ['３０', '##０'], ['-'], ['４', '##００'], ['个'], ['；']]","[['O'], ['O', 'O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['O'], ['O', 'O', 'O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O']]",train
academic_08_v.4.txt_0023,它对人民健康，防病治病，提高人的智能、体能方面起着重要的作用。＂,"['r', 'p', 'n', 'an', 'w', 'v', 'v', 'w', 'v', 'n', 'u', 'n', 'w', 'n', 'n', 'v', 'u', 'a', 'u', 'n', 'ew', 'w']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Academic,"['它', '对', '人民', '健康', '，', '防病', '治病', '，', '提高', '人', '的', '智能', '、', '体能', '方面', '起', '着', '重要', '的', '作用', '。', '＂']","['它', '对', '人', '民', '健', '康', '，', '防', '病', '治', '病', '，', '提', '高', '人', '的', '智', '能', '、', '体', '能', '方', '面', '起', '着', '重', '要', '的', '作', '用', '。', '＂']","[['它'], ['对'], ['人', '民'], ['健', '康'], ['，'], ['防', '病'], ['治', '病'], ['，'], ['提', '高'], ['人'], ['的'], ['智', '能'], ['、'], ['体', '能'], ['方', '面'], ['起'], ['着'], ['重', '要'], ['的'], ['作', '用'], ['。'], ['＂']]","[['O'], ['B'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O', 'O'], ['B'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O']]",train
fiction_11_v.4.txt_0111,唉，抡力气活的女人就没这种麻烦，一对儿大沉奶子，喝凉水也长奶。,"['e', 'w', 'v', 'n', 'u', 'n', 'd', 'v', 'r', 'an', 'w', 'm', 'q', 'k', 'd', 'a', 'n', 'w', 'v', 'n', 'd', 'v', 'n', 'ew']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['唉', '，', '抡', '力气活', '的', '女人', '就', '没', '这种', '麻烦', '，', '一', '对', '儿', '大', '沉', '奶子', '，', '喝', '凉水', '也', '长', '奶', '。']","['唉', '，', '抡', '力', '气', '活', '的', '女', '人', '就', '没', '这', '种', '麻', '烦', '，', '一', '对', '儿', '大', '沉', '奶', '子', '，', '喝', '凉', '水', '也', '长', '奶', '。']","[['唉'], ['，'], ['抡'], ['力', '气', '活'], ['的'], ['女', '人'], ['就'], ['没'], ['这', '种'], ['麻', '烦'], ['，'], ['一'], ['对'], ['儿'], ['大'], ['沉'], ['奶', '子'], ['，'], ['喝'], ['凉', '水'], ['也'], ['长'], ['奶'], ['。']]","[['O'], ['O'], ['B'], ['O', 'O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['B', 'I'], ['O', 'O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O'], ['O']]",train
news_15_v.4.txt_0096,９：４５，南礼士路口。,"['m', 'w', 'm', 'w', 'ns', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0]",News,"['９', '：', '４５', '，', '南礼士', '路口', '。']","['９', '：', '４', '##５', '，', '南', '礼', '士', '路', '口', '。']","[['９'], ['：'], ['４', '##５'], ['，'], ['南', '礼', '士'], ['路', '口'], ['。']]","[['O'], ['O'], ['O', 'O'], ['O'], ['O', 'O', 'O'], ['O', 'O'], ['O']]",train
fiction_09_v.4.txt_0091,他看着她，像看着一个陌生而恐怖的脸孔，他知道自己绝对不能放下做父亲的规条，心里却隐隐约约的感受到害怕、猜疑着这个跟自己流着同样血液的人。,"['r', 'v', 'u', 'r', 'w', 'v', 'v', 'u', 'm', 'a', 'c', 'a', 'u', 'n', 'w', 'r', 'v', 'r', 'd', 'v', 'v', 'v', 'n', 'u', 'n', 'w', 's', 'd', 'z', 'u', 'v', 'v', 'v', 'w', 'v', 'u', 'r', 'p', 'r', 'v', 'u', 'b', 'n', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fiction,"['他', '看', '着', '她', '，', '像', '看', '着', '一个', '陌生', '而', '恐怖', '的', '脸孔', '，', '他', '知道', '自己', '绝对', '不能', '放下', '做', '父亲', '的', '规条', '，', '心里', '却', '隐隐约约', '的', '感受', '到', '害怕', '、', '猜疑', '着', '这个', '跟', '自己', '流', '着', '同样', '血液', '的', '人', '。']","['他', '看', '着', '她', '，', '像', '看', '着', '一', '个', '陌', '生', '而', '恐', '怖', '的', '脸', '孔', '，', '他', '知', '道', '自', '己', '绝', '对', '不', '能', '放', '下', '做', '父', '亲', '的', '规', '条', '，', '心', '里', '却', '隐', '隐', '约', '约', '的', '感', '受', '到', '害', '怕', '、', '猜', '疑', '着', '这', '个', '跟', '自', '己', '流', '着', '同', '样', '血', '液', '的', '人', '。']","[['他'], ['看'], ['着'], ['她'], ['，'], ['像'], ['看'], ['着'], ['一', '个'], ['陌', '生'], ['而'], ['恐', '怖'], ['的'], ['脸', '孔'], ['，'], ['他'], ['知', '道'], ['自', '己'], ['绝', '对'], ['不', '能'], ['放', '下'], ['做'], ['父', '亲'], ['的'], ['规', '条'], ['，'], ['心', '里'], ['却'], ['隐', '隐', '约', '约'], ['的'], ['感', '受'], ['到'], ['害', '怕'], ['、'], ['猜', '疑'], ['着'], ['这', '个'], ['跟'], ['自', '己'], ['流'], ['着'], ['同', '样'], ['血', '液'], ['的'], ['人'], ['。']]","[['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['O', 'O'], ['B', 'I'], ['B'], ['O', 'O'], ['O'], ['B', 'I'], ['O'], ['B', 'I'], ['O'], ['O', 'O', 'O', 'O'], ['O'], ['O', 'O'], ['B'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O', 'O'], ['O'], ['O'], ['O', 'O'], ['O', 'O'], ['O'], ['O'], ['O']]",train
