sent_index,sent_txt,pos_seq,metaphor_seq,genre,sent_txt_tokenized
academic_24_v.4.txt_0014,因此，要解决问题，首先要弄清楚汉语的情况（这时当然免不了谈到汉字，可是谈到汉字仍然是为了弄清楚汉语的情况）。,"['c', 'w', 'v', 'v', 'n', 'w', 'd', 'v', 'v', 'a', 'nz', 'u', 'n', 'w', 'r', 'd', 'v', 'v', 'nz', 'w', 'c', 'v', 'nz', 'd', 'v', 'p', 'v', 'a', 'nz', 'u', 'n', 'w', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Academic,"['因此', '，', '要', '解决', '问题', '，', '首先', '要', '弄', '清楚', '汉语', '的', '情况', '（', '这时', '当然', '免不了', '谈到', '汉字', '，', '可是', '谈到', '汉字', '仍然', '是', '为了', '弄', '清楚', '汉语', '的', '情况', '）', '。']"
academic_24_v.4.txt_0015,然后再看汉字是怎样记录汉语的。,"['c', 'd', 'v', 'nz', 'v', 'r', 'v', 'nz', 'u', 'ew']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Academic,"['然后', '再', '看', '汉字', '是', '怎样', '记录', '汉语', '的', '。']"
academic_24_v.4.txt_0016,求其本源，顺流而下，才能势如破竹。,"['v', 'r', 'n', 'w', 'i', 'w', 'v', 'i', 'ew']","[1, 0, 1, 0, 1, 0, 0, 1, 0]",Academic,"['求', '其', '本源', '，', '顺流而下', '，', '才能', '势如破竹', '。']"
academic_24_v.4.txt_0017,清朝的学者醒悟到要跳出文字的圈子，要从音义关系来探求语源，确实是一大进步。,"['t', 'u', 'n', 'v', 'v', 'v', 'v', 'n', 'u', 'n', 'w', 'v', 'p', 'n', 'n', 'v', 'v', 'n', 'w', 'ad', 'v', 'm', 'a', 'vn', 'ew']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Academic,"['清朝', '的', '学者', '醒悟', '到', '要', '跳出', '文字', '的', '圈子', '，', '要', '从', '音义', '关系', '来', '探求', '语源', '，', '确实', '是', '一', '大', '进步', '。']"
academic_24_v.4.txt_0018,可是二百多年过去，＂训诂学＂这一课题仍在苦思之中，原因何在？,"['c', 'm', 'm', 'q', 'v', 'w', 'w', 'n', 'w', 'r', 'm', 'n', 'd', 'p', 'v', 'f', 'w', 'n', 'v', 'ew']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]",Academic,"['可是', '二百', '多', '年', '过去', '，', '＂', '训诂学', '＂', '这', '一', '课题', '仍', '在', '苦思', '之中', '，', '原因', '何在', '？']"
academic_24_v.4.txt_0019,谈来谈去，它似乎游离于词汇学之外，却又应该归属于词汇学之中。,"['v', 'v', 'v', 'v', 'w', 'r', 'd', 'v', 'p', 'n', 'f', 'w', 'd', 'd', 'v', 'v', 'p', 'n', 'f', 'ew']","[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",Academic,"['谈', '来', '谈', '去', '，', '它', '似乎', '游离', '于', '词汇学', '之外', '，', '却', '又', '应该', '归属', '于', '词汇学', '之中', '。']"
academic_24_v.4.txt_0020,看来，只去因音求义，只有＂本字＂＂本义＂＂引申＂等等模糊概念而不曾科学地分析语义，仍然难以掌握纲领。,"['v', 'w', 'd', 'v', 'p', 'n', 'v', 'ng', 'w', 'v', 'w', 'n', 'w', 'w', 'n', 'w', 'w', 'v', 'w', 'u', 'a', 'n', 'c', 'd', 'a', 'u', 'v', 'n', 'w', 'd', 'd', 'v', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['看来', '，', '只', '去', '因', '音', '求', '义', '，', '只有', '＂', '本字', '＂', '＂', '本义', '＂', '＂', '引申', '＂', '等等', '模糊', '概念', '而', '不曾', '科学', '地', '分析', '语义', '，', '仍然', '难以', '掌握', '纲领', '。']"
academic_24_v.4.txt_0021,必须根据汉语特点，远古音韵系统，运用词汇学理论进行分析，才能够拨开迷雾，使问题得到科学的解决。,"['d', 'p', 'nz', 'n', 'w', 't', 'n', 'n', 'w', 'v', 'n', 'n', 'v', 'v', 'w', 'd', 'v', 'v', 'n', 'w', 'v', 'n', 'v', 'a', 'u', 'vn', 'ew']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",Academic,"['必须', '根据', '汉语', '特点', '，', '远古', '音韵', '系统', '，', '运用', '词汇学', '理论', '进行', '分析', '，', '才', '能够', '拨开', '迷雾', '，', '使', '问题', '得到', '科学', '的', '解决', '。']"
academic_25_v.4.txt_0032,但是语言教学不等于语言学，也不同于语言学教学。,"['c', 'n', 'n', 'd', 'v', 'n', 'w', 'd', 'a', 'p', 'n', 'n', 'ew']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",Academic,"['但是', '语言', '教学', '不', '等于', '语言学', '，', '也', '不同', '于', '语言学', '教学', '。']"
academic_25_v.4.txt_0033,语言教学同语言学教学的主要区别是：,"['n', 'n', 'p', 'n', 'n', 'u', 'b', 'n', 'v', 'w']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['语言', '教学', '同', '语言学', '教学', '的', '主要', '区别', '是', '：']"
academic_25_v.4.txt_0034,（１）教学目的不同,"['w', 'm', 'w', 'n', 'n', 'a']","[0, 0, 0, 0, 1, 0]",Academic,"['（', '１', '）', '教学', '目的', '不同']"
academic_25_v.4.txt_0035,语言学教学对不同的教学对象可以有不同的教学目的。,"['n', 'n', 'p', 'a', 'u', 'n', 'n', 'v', 'v', 'a', 'u', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['语言学', '教学', '对', '不同', '的', '教学', '对象', '可以', '有', '不同', '的', '教学', '目的', '。']"
academic_25_v.4.txt_0036,例如，为了提高学生的文化素养和逻辑思维能力，为了培养学生从事语言研究和语言教学的能力以及应用语言文学的能力等。,"['v', 'w', 'p', 'v', 'n', 'u', 'n', 'n', 'c', 'l', 'n', 'w', 'p', 'v', 'n', 'v', 'n', 'vn', 'c', 'n', 'n', 'u', 'n', 'c', 'vn', 'n', 'n', 'u', 'n', 'u', 'ew']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['例如', '，', '为了', '提高', '学生', '的', '文化', '素养', '和', '逻辑思维', '能力', '，', '为了', '培养', '学生', '从事', '语言', '研究', '和', '语言', '教学', '的', '能力', '以及', '应用', '语言', '文学', '的', '能力', '等', '。']"
academic_25_v.4.txt_0037,语言教学虽然也有不同的目的，但是从根本上说都是为了使学生学会语言，即培养学生的语言能力和语言交际能力。,"['n', 'n', 'c', 'd', 'v', 'a', 'u', 'n', 'w', 'c', 'p', 'n', 'f', 'v', 'd', 'v', 'p', 'v', 'n', 'v', 'n', 'w', 'd', 'v', 'n', 'u', 'n', 'n', 'c', 'n', 'vn', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['语言', '教学', '虽然', '也', '有', '不同', '的', '目的', '，', '但是', '从', '根本', '上', '说', '都', '是', '为了', '使', '学生', '学会', '语言', '，', '即', '培养', '学生', '的', '语言', '能力', '和', '语言', '交际', '能力', '。']"
academic_25_v.4.txt_0038,无论是第一语言教学还是第二语言教学，都是出于这样的目的。,"['c', 'm', 'n', 'n', 'c', 'm', 'n', 'n', 'w', 'd', 'v', 'v', 'r', 'u', 'n', 'ew']","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",Academic,"['无论是', '第一', '语言', '教学', '还是', '第二', '语言', '教学', '，', '都', '是', '出于', '这样', '的', '目的', '。']"
academic_25_v.4.txt_0039,（２）教学内容不同。,"['w', 'm', 'w', 'n', 'n', 'a', 'ew']","[0, 0, 0, 0, 0, 0, 0]",Academic,"['（', '２', '）', '教学', '内容', '不同', '。']"
academic_25_v.4.txt_0040,教学内容是由教学目的决定的，由于教学目的不同，教学内容自然也不同。,"['n', 'n', 'v', 'p', 'n', 'n', 'v', 'u', 'w', 'c', 'n', 'n', 'a', 'w', 'n', 'n', 'd', 'd', 'a', 'ew']","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['教学', '内容', '是', '由', '教学', '目的', '决定', '的', '，', '由于', '教学', '目的', '不同', '，', '教学', '内容', '自然', '也', '不同', '。']"
academic_25_v.4.txt_0041,语言学教学的内容是语言理论和语言知识以及语言研究方法，这些教学内容有一定的系统性，这种系统性体现语言科学的科学系统。,"['n', 'n', 'u', 'n', 'v', 'n', 'n', 'c', 'n', 'n', 'c', 'n', 'vn', 'n', 'w', 'r', 'n', 'n', 'v', 'b', 'u', 'n', 'w', 'r', 'n', 'v', 'n', 'n', 'u', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['语言学', '教学', '的', '内容', '是', '语言', '理论', '和', '语言', '知识', '以及', '语言', '研究', '方法', '，', '这些', '教学', '内容', '有', '一定', '的', '系统性', '，', '这种', '系统性', '体现', '语言', '科学', '的', '科学', '系统', '。']"
academic_25_v.4.txt_0042,语言教学的教学内容是语言本身以及跟语言理解和语言使用有关的文化知识。,"['n', 'n', 'u', 'n', 'n', 'v', 'n', 'r', 'c', 'p', 'n', 'vn', 'c', 'n', 'vn', 'v', 'u', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Academic,"['语言', '教学', '的', '教学', '内容', '是', '语言', '本身', '以及', '跟', '语言', '理解', '和', '语言', '使用', '有关', '的', '文化', '知识', '。']"
academic_25_v.4.txt_0043,语言本身不但包括语音、词汇、句型、语法规则以及书面语言的文字等项语言内容，而且还包括听、说、读、写等项言语技能和用于实际交际活动的言语交际技能。,"['n', 'r', 'c', 'v', 'n', 'w', 'n', 'w', 'n', 'w', 'n', 'n', 'c', 'b', 'n', 'u', 'n', 'u', 'q', 'n', 'n', 'w', 'c', 'd', 'v', 'v', 'w', 'v', 'w', 'v', 'w', 'v', 'u', 'q', 'n', 'n', 'c', 'v', 'a', 'v', 'n', 'u', 'n', 'vn', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['语言', '本身', '不但', '包括', '语音', '、', '词汇', '、', '句型', '、', '语法', '规则', '以及', '书面', '语言', '的', '文字', '等', '项', '语言', '内容', '，', '而且', '还', '包括', '听', '、', '说', '、', '读', '、', '写', '等', '项', '言语', '技能', '和', '用于', '实际', '交际', '活动', '的', '言语', '交际', '技能', '。']"
academic_25_v.4.txt_0044,这些教学内容都要以言语材料的形式加以展示，言语材料要根据学生的水平和实际需要加以选择和编排。,"['r', 'n', 'n', 'd', 'v', 'p', 'n', 'n', 'u', 'n', 'v', 'v', 'w', 'n', 'n', 'v', 'p', 'n', 'u', 'n', 'c', 'a', 'n', 'v', 'v', 'c', 'v', 'ew']","[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['这些', '教学', '内容', '都', '要', '以', '言语', '材料', '的', '形式', '加以', '展示', '，', '言语', '材料', '要', '根据', '学生', '的', '水平', '和', '实际', '需要', '加以', '选择', '和', '编排', '。']"
academic_25_v.4.txt_0045,语言教学的教学内容也有一定的系统性，这种系统性主要体现由易到难、由浅入深、由具体到抽象、由简单到复杂的言语系统，不完全体现语言科学的科学系统。,"['n', 'n', 'u', 'n', 'n', 'd', 'v', 'b', 'u', 'n', 'w', 'r', 'n', 'd', 'v', 'p', 'a', 'v', 'a', 'w', 'l', 'w', 'p', 'a', 'p', 'a', 'w', 'p', 'a', 'p', 'a', 'u', 'vn', 'n', 'w', 'd', 'ad', 'v', 'n', 'n', 'u', 'n', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['语言', '教学', '的', '教学', '内容', '也', '有', '一定', '的', '系统性', '，', '这种', '系统性', '主要', '体现', '由', '易', '到', '难', '、', '由浅入深', '、', '由', '具体', '到', '抽象', '、', '由', '简单', '到', '复杂', '的', '言语', '系统', '，', '不', '完全', '体现', '语言', '科学', '的', '科学', '系统', '。']"
academic_25_v.4.txt_0046,语言教学中也要根据需要适当介绍语言知识，但是介绍语言知识的目的主要不是为了让学生掌握语言知识本身，而是为了使他们理解、掌握和正确使用所学的语言，这跟语言学教学有本质的区别。,"['n', 'n', 'f', 'd', 'v', 'p', 'n', 'ad', 'v', 'n', 'n', 'w', 'c', 'v', 'n', 'n', 'u', 'n', 'd', 'd', 'v', 'p', 'v', 'n', 'v', 'n', 'n', 'r', 'w', 'c', 'p', 'v', 'r', 'v', 'w', 'v', 'c', 'ad', 'v', 'u', 'v', 'u', 'n', 'w', 'r', 'p', 'n', 'n', 'v', 'n', 'u', 'n', 'ew']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['语言', '教学', '中', '也', '要', '根据', '需要', '适当', '介绍', '语言', '知识', '，', '但是', '介绍', '语言', '知识', '的', '目的', '主要', '不', '是', '为了', '让', '学生', '掌握', '语言', '知识', '本身', '，', '而是', '为了', '使', '他们', '理解', '、', '掌握', '和', '正确', '使用', '所', '学', '的', '语言', '，', '这', '跟', '语言学', '教学', '有', '本质', '的', '区别', '。']"
academic_26_v.4.txt_0002,文化的语言模式，即文化的语符载体构成方式与特征。,"['n', 'u', 'n', 'n', 'w', 'v', 'n', 'u', 'ng', 'ng', 'n', 'v', 'n', 'c', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",Academic,"['文化', '的', '语言', '模式', '，', '即', '文化', '的', '语', '符', '载体', '构成', '方式', '与', '特征', '。']"
academic_26_v.4.txt_0003,成熟状态和完整意义上的语言，是以语音为物质外壳，以词汇为建筑材料，以语法为结构规律而构成的体系。,"['a', 'n', 'c', 'a', 'n', 'f', 'u', 'n', 'w', 'v', 'p', 'n', 'p', 'n', 'n', 'w', 'p', 'n', 'p', 'n', 'n', 'w', 'p', 'n', 'p', 'n', 'n', 'c', 'v', 'u', 'n', 'ew']","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",Academic,"['成熟', '状态', '和', '完整', '意义', '上', '的', '语言', '，', '是', '以', '语音', '为', '物质', '外壳', '，', '以', '词汇', '为', '建筑', '材料', '，', '以', '语法', '为', '结构', '规律', '而', '构成', '的', '体系', '。']"
academic_26_v.4.txt_0004,前有所述，语言本身既是一种文化现象，又是表征和负载人类文化的符号系统。,"['f', 'v', 'vg', 'w', 'n', 'r', 'c', 'v', 'm', 'q', 'n', 'n', 'w', 'd', 'v', 'n', 'c', 'v', 'n', 'n', 'u', 'n', 'n', 'ew']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Academic,"['前', '有所', '述', '，', '语言', '本身', '既', '是', '一', '种', '文化', '现象', '，', '又', '是', '表征', '和', '负载', '人类', '文化', '的', '符号', '系统', '。']"
academic_26_v.4.txt_0005,人类借助语言及其后来的文字，有效地进行着文化的创造、积累、学习和传播，从而有效地维系自己的生存和发展。,"['n', 'v', 'n', 'c', 't', 'u', 'n', 'w', 'a', 'u', 'v', 'u', 'n', 'u', 'vn', 'w', 'vn', 'w', 'vn', 'c', 'vn', 'w', 'c', 'a', 'u', 'v', 'r', 'u', 'vn', 'c', 'vn', 'ew']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['人类', '借助', '语言', '及其', '后来', '的', '文字', '，', '有效', '地', '进行', '着', '文化', '的', '创造', '、', '积累', '、', '学习', '和', '传播', '，', '从而', '有效', '地', '维系', '自己', '的', '生存', '和', '发展', '。']"
academic_26_v.4.txt_0006,也正是在这些活动中，人类的各个民族依据自己的特殊环境、特殊实践方式和特殊发展历程，赋予语言以独特的发展道路和历史形态，造成了语言的民族性。,"['d', 'v', 'p', 'r', 'n', 'f', 'w', 'n', 'u', 'r', 'n', 'p', 'r', 'u', 'a', 'n', 'w', 'a', 'vn', 'n', 'c', 'a', 'vn', 'n', 'w', 'v', 'n', 'p', 'a', 'u', 'vn', 'n', 'c', 'n', 'n', 'w', 'v', 'u', 'n', 'u', 'n', 'ew']","[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Academic,"['也', '正是', '在', '这些', '活动', '中', '，', '人类', '的', '各个', '民族', '依据', '自己', '的', '特殊', '环境', '、', '特殊', '实践', '方式', '和', '特殊', '发展', '历程', '，', '赋予', '语言', '以', '独特', '的', '发展', '道路', '和', '历史', '形态', '，', '造成', '了', '语言', '的', '民族性', '。']"
academic_26_v.4.txt_0007,而语言则同时把民族的文化特征深刻而历史地记录、保存下来，使具有独特习惯与方式的民族语言，成了维护和巩固民族文化独立生存的屏障。,"['c', 'n', 'd', 'd', 'p', 'n', 'u', 'n', 'n', 'a', 'c', 'n', 'u', 'v', 'w', 'v', 'v', 'w', 'v', 'v', 'a', 'n', 'c', 'n', 'u', 'n', 'n', 'w', 'v', 'u', 'v', 'c', 'v', 'n', 'n', 'ad', 'v', 'u', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",Academic,"['而', '语言', '则', '同时', '把', '民族', '的', '文化', '特征', '深刻', '而', '历史', '地', '记录', '、', '保存', '下来', '，', '使', '具有', '独特', '习惯', '与', '方式', '的', '民族', '语言', '，', '成', '了', '维护', '和', '巩固', '民族', '文化', '独立', '生存', '的', '屏障', '。']"
academic_26_v.4.txt_0008,语言的民族差异便成为民族及其文化差异的重要界标。,"['n', 'u', 'n', 'n', 'd', 'v', 'n', 'c', 'n', 'n', 'u', 'a', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Academic,"['语言', '的', '民族', '差异', '便', '成为', '民族', '及其', '文化', '差异', '的', '重要', '界标', '。']"
academic_26_v.4.txt_0009,研究者发现，某种特定的语言，维护和凝结着相应的文化价值体系。,"['n', 'v', 'w', 'r', 'b', 'u', 'n', 'w', 'v', 'c', 'v', 'u', 'v', 'u', 'n', 'n', 'n', 'ew']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",Academic,"['研究者', '发现', '，', '某种', '特定', '的', '语言', '，', '维护', '和', '凝结', '着', '相应', '的', '文化', '价值', '体系', '。']"
academic_26_v.4.txt_0010,一个日语调查者在同一环境中对每个操双语（日语和英语）的妇女，分别用日语和英语进行两次同样内容的对话，同一个人在用不同语言答问时，结论却完全不一样。,"['m', 'nz', 'v', 'k', 'p', 'b', 'n', 'f', 'p', 'r', 'v', 'n', 'w', 'nz', 'c', 'nz', 'w', 'u', 'n', 'w', 'd', 'p', 'nz', 'c', 'nz', 'v', 'm', 'q', 'b', 'n', 'u', 'vn', 'w', 'b', 'n', 'p', 'v', 'a', 'n', 'v', 'ng', 'w', 'n', 'd', 'ad', 'd', 'a', 'ew']","[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['一个', '日语', '调查', '者', '在', '同一', '环境', '中', '对', '每个', '操', '双语', '（', '日语', '和', '英语', '）', '的', '妇女', '，', '分别', '用', '日语', '和', '英语', '进行', '两', '次', '同样', '内容', '的', '对话', '，', '同一个', '人', '在', '用', '不同', '语言', '答问', '时', '，', '结论', '却', '完全', '不', '一样', '。']"
academic_26_v.4.txt_0011,如当谈到＂当我们的愿望和家庭有矛盾时......＂，用日语回答是＂这是很不愉快的事＂；,"['v', 'p', 'v', 'w', 'p', 'r', 'u', 'n', 'c', 'n', 'v', 'an', 'ng', 'w', 'w', 'w', 'w', 'p', 'nz', 'v', 'v', 'w', 'r', 'v', 'd', 'd', 'a', 'u', 'n', 'w', 'ew']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['如', '当', '谈到', '＂', '当', '我们', '的', '愿望', '和', '家庭', '有', '矛盾', '时', '...', '...', '＂', '，', '用', '日语', '回答', '是', '＂', '这', '是', '很', '不', '愉快', '的', '事', '＂', '；']"
academic_26_v.4.txt_0012,而用英语回答则是＂我按我的想法去做＂。,"['c', 'p', 'nz', 'v', 'd', 'v', 'w', 'r', 'p', 'r', 'u', 'n', 'v', 'v', 'w', 'ew']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Academic,"['而', '用', '英语', '回答', '则', '是', '＂', '我', '按', '我', '的', '想法', '去', '做', '＂', '。']"
academic_26_v.4.txt_0013,当谈到＂真正的朋友＂时，用日语回答是＂互相帮助＂；,"['p', 'v', 'w', 'b', 'u', 'n', 'w', 'ng', 'w', 'p', 'nz', 'v', 'v', 'w', 'd', 'v', 'w', 'ew']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['当', '谈到', '＂', '真正', '的', '朋友', '＂', '时', '，', '用', '日语', '回答', '是', '＂', '互相', '帮助', '＂', '；']"
academic_26_v.4.txt_0014,而用英语回答则是＂很坦率＂。,"['c', 'p', 'nz', 'v', 'd', 'v', 'w', 'd', 'a', 'w', 'ew']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['而', '用', '英语', '回答', '则', '是', '＂', '很', '坦率', '＂', '。']"
academic_26_v.4.txt_0015,可见语言对文化的作用、影响之深刻。,"['c', 'n', 'p', 'n', 'u', 'n', 'w', 'v', 'u', 'a', 'ew']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['可见', '语言', '对', '文化', '的', '作用', '、', '影响', '之', '深刻', '。']"
academic_26_v.4.txt_0016,以致在确立民族的范畴时，不能不把民族语言作为一项重要参数考虑进去。,"['c', 'p', 'v', 'n', 'u', 'n', 'ng', 'w', 'd', 'p', 'n', 'n', 'v', 'm', 'q', 'a', 'n', 'v', 'v', 'ew']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",Academic,"['以致', '在', '确立', '民族', '的', '范畴', '时', '，', '不能不', '把', '民族', '语言', '作为', '一', '项', '重要', '参数', '考虑', '进去', '。']"
academic_26_v.4.txt_0017,通过民族语言的文化解析，我们可以从一个十分重要的方面揭示民族文化生活的内容和方式。,"['p', 'n', 'n', 'u', 'n', 'v', 'w', 'r', 'v', 'p', 'm', 'd', 'a', 'u', 'n', 'v', 'n', 'n', 'vn', 'u', 'n', 'c', 'n', 'ew']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['通过', '民族', '语言', '的', '文化', '解析', '，', '我们', '可以', '从', '一个', '十分', '重要', '的', '方面', '揭示', '民族', '文化', '生活', '的', '内容', '和', '方式', '。']"
academic_27_v.4.txt_0002,影响消费者行为的外部因素，除了我们在前面论述的社会文化、社会阶层及参考群体之外，还有一个最直接、最强烈、最有说服力的影响因素－－家庭。,"['v', 'n', 'n', 'u', 'f', 'n', 'w', 'p', 'r', 'p', 'f', 'v', 'u', 'n', 'n', 'w', 'n', 'n', 'c', 'vn', 'n', 'f', 'w', 'v', 'm', 'd', 'a', 'w', 'd', 'a', 'w', 'd', 'v', 'n', 'u', 'vn', 'n', 'w', 'n', 'ew']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Academic,"['影响', '消费者', '行为', '的', '外部', '因素', '，', '除了', '我们', '在', '前面', '论述', '的', '社会', '文化', '、', '社会', '阶层', '及', '参考', '群体', '之外', '，', '还有', '一个', '最', '直接', '、', '最', '强烈', '、', '最', '有', '说服力', '的', '影响', '因素', '－－', '家庭', '。']"
academic_27_v.4.txt_0003,家庭由于规模小、成员间利益一致，联系紧密，而且具有比较相近的价值观念、社会态度和行为准则，实际上也是一个典型的参考群体。,"['n', 'c', 'n', 'a', 'w', 'n', 'f', 'n', 'a', 'w', 'v', 'a', 'w', 'c', 'v', 'd', 'a', 'u', 'n', 'n', 'w', 'n', 'n', 'c', 'n', 'n', 'w', 'd', 'd', 'v', 'm', 'a', 'u', 'vn', 'n', 'ew']","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Academic,"['家庭', '由于', '规模', '小', '、', '成员', '间', '利益', '一致', '，', '联系', '紧密', '，', '而且', '具有', '比较', '相近', '的', '价值', '观念', '、', '社会', '态度', '和', '行为', '准则', '，', '实际上', '也', '是', '一个', '典型', '的', '参考', '群体', '。']"
